,Rank,Code,Company,Sector,Mkt Cap,Code_asx,Annual % increase,Volatility
263,311,GEM,G8 Education Ltd,Consumer Discretionary,$923.66 M,GEM.AX,9.0,0.29132686156655924
264,313,MP1,Megaport Ltd,Information Technology,$916.1 M,MP1.AX,-67.74,0.6067299103643938
265,314,DXI,Dexus Industria REIT,Real Estate,$910.96 M,DXI.AX,-12.37,0.24755335368191722
266,315,INR,Ioneer Ltd,Materials,$909.72 M,INR.AX,29.85,0.8549327463816362
267,317,OBL,Omni Bridgeway Ltd,Financials,$908 M,OBL.AX,-9.87,0.37160985839841315
268,318,29M,29METALS Ltd,Materials,$890.44 M,29M.AX,-7.5,0.44208989133598664
269,319,SYR,Syrah Resources Ltd,Materials,$880.32 M,SYR.AX,30.87,0.6677881776043482
270,321,MCR,Mincor Resources NL,Materials,$859.75 M,MCR.AX,70.67,0.5437252247962281
271,322,MAF,Ma Financial Group Ltd,Financials,$848.54 M,MAF.AX,-9.85,0.4506814710796774
272,323,JRV,Jervois Global Ltd,Materials,$843.46 M,JRV.AX,7.84,0.5624900904033783
273,324,ABB,Aussie Broadband Ltd,Communication Services,$836.43 M,ABB.AX,20.96,0.5313379612770753
274,325,SIQ,Smartgroup Corporation Ltd,Industrials,$834.44 M,SIQ.AX,-13.45,0.37002146957999305
275,326,RMS,Ramelius Resources Ltd,Materials,$819.68 M,RMS.AX,-45.69,0.4444203313172963
276,328,CUV,Clinuvel Pharmaceuticals Ltd,Health Care,$787.11 M,CUV.AX,-44.32,0.5603287810792856
277,329,NWH,NRW Holdings Ltd,Industrials,$783.84 M,NWH.AX,19.11,0.46322612334799695
278,330,IMD,IMDEX Ltd,Materials,$779.03 M,IMD.AX,0.26,0.4038546562647745
279,331,PBH,Pointsbet Holdings Ltd,Consumer Discretionary,$777.26 M,PBH.AX,-79.7,0.7872413579773122
280,332,VUL,Vulcan Energy Resources Ltd,Materials,$776.71 M,VUL.AX,-23.38,0.775786142039074
281,333,JHG,Janus Henderson Group Plc,Financials,$770.08 M,JHG.AX,-29.21,0.3587710051978723
282,334,CIN,Carlton Investments Ltd,Financials,$767.77 M,CIN.AX,-3.33,0.17003051376539238
283,335,SGF,SG Fleet Group Ltd,Industrials,$766.05 M,SGF.AX,-26.07,0.4487764301959892
284,336,DGL,DGL Group Ltd,Materials,$756.61 M,DGL.AX,108.46,0.5593425662873727
285,337,MMS,Mcmillan Shakespeare Ltd,Industrials,$753.69 M,MMS.AX,-23.67,0.28326370628458697
286,338,OML,Ooh!Media Ltd,Communication Services,$745.31 M,OML.AX,-27.41,0.4364237516825079
287,339,KMD,KMD Brands Ltd,Consumer Discretionary,$744.45 M,KMD.AX,-29.05,0.2984784625146295
288,340,DTL,Data#3 Ltd,Information Technology,$742.42 M,DTL.AX,-12.55,0.39713210028744633
289,341,APX,Appen Ltd,Information Technology,$740.68 M,APX.AX,-57.6,0.7522040325160917
290,342,URW,Unibail-Rodamco-Westfield,Real Estate,$735.13 M,URW.AX,-35.6,0.41820410963162125
291,345,BGL,Bellevue Gold Ltd,Materials,$706.53 M,BGL.AX,-30.1,0.4997623286845402
292,347,KKC,KKR Credit Income Fund,Financials,$703 M,KKC.AX,-14.8,0.1991036431345604
293,348,ECX,Eclipx Group Ltd,Financials,$702.7 M,ECX.AX,4.93,0.3804863342314805
294,349,AX1,Accent Group Ltd,Consumer Discretionary,$701.72 M,AX1.AX,-52.91,0.4096315161101661
295,350,IDX,Integral Diagnostics Ltd,Health Care,$696.38 M,IDX.AX,-42.24,0.3190832216819456
296,351,VRT,Virtus Health Ltd,Health Care,$695.17 M,VRT.AX,23.72,0.4517777218496473
297,352,PWH,PWR Holdings Ltd,Consumer Discretionary,$693.05 M,PWH.AX,-0.58,0.3622608419565647
298,353,DJW,Djerriwarrh Investments Ltd,Financials,$690.13 M,DJW.AX,-4.59,0.15030319737224979
299,354,NCK,Nick Scali Ltd,Consumer Discretionary,$683.64 M,NCK.AX,-22.07,0.3722081174947427
300,355,ERA,Energy Resources of Australia Ltd,Energy,$682.91 M,ERA.AX,-35.09,0.7710841816811349
301,356,EMR,Emerald Resources NL,Materials,$682.35 M,EMR.AX,27.07,0.3311761058213587
302,357,BOE,Boss Energy Ltd,Energy,$680.48 M,BOE.AX,46.21,0.8578740230001947
303,358,SBM,ST Barbara Ltd,Materials,$677.06 M,SBM.AX,-52.98,0.5265942191517512
304,359,RED,RED 5 Ltd,Materials,$671.56 M,RED.AX,54.05,0.5995978653549362
305,362,MGX,Mount Gibson Iron Ltd,Materials,$665.81 M,MGX.AX,-40.54,0.6030246552982987
306,363,PL8,Plato Income Maximiser Ltd,Financials,$665.44 M,PL8.AX,-6.25,0.1907528867112922
307,364,ALG,Ardent Leisure Group Ltd,Consumer Discretionary,$664.39 M,ALG.AX,42.78,0.7998510659727008
308,365,ASB,Austal Ltd,Industrials,$664.01 M,ASB.AX,-10.92,0.42121637474048745
309,366,BLY,Boart Longyear Group Ltd,Materials,$651.02 M,BLY.AX,-63.93,0.6793760685205138
310,367,HPI,Hotel Property Investments,Real Estate,$648.23 M,HPI.AX,1.52,0.2614291651790304
311,368,PGH,Pact Group Holdings Ltd,Materials,$647.27 M,PGH.AX,-48.91,0.4311770185128124
312,369,IFRA,Vaneck Ftse Global Infrastructure (Hedged) ETF,Financials,$645.82 M,IFRA.AX,2.56,0.12613476453417047
313,370,SWM,Seven West Media Ltd,Communication Services,$644 M,SWM.AX,-11.96,0.569244261504597
314,371,IFM,Infomedia Ltd,Information Technology,$642.55 M,IFM.AX,15.54,0.466153847833283
315,373,SHV,Select Harvests Ltd,Consumer Staples,$637.41 M,SHV.AX,-20.75,0.3662505781786397
316,375,SIG,Sigma Healthcare Ltd,Health Care,$635.57 M,SIG.AX,0.84,0.3676446879758431
317,379,SM1,Synlait Milk Ltd,Consumer Staples,$616.4 M,SM1.AX,-17.06,0.4181286665182075
318,383,OCA,Oceania Healthcare Ltd,Health Care,$602.44 M,OCA.AX,-38.01,0.3677970114925499
319,384,WGB,Wam Global Ltd,Financials,$602.07 M,WGB.AX,-33.27,0.17666687219789678
320,385,CBO,Cobram Estate Olives Ltd,Consumer Staples,$601.03 M,CBO.AX,-22.04,0.30476200397272935
321,386,AQZ,Alliance Aviation Services Ltd,Industrials,$599.54 M,AQZ.AX,-14.25,0.37436298154888403
322,387,PGF,PM Capital Global Opportunities Fund Ltd,Financials,$598.8 M,PGF.AX,-2.55,0.21753218154425424
323,388,WGX,Westgold Resources Ltd,Materials,$596.61 M,WGX.AX,-33.33,0.4672586743603397
324,389,NBI,NB Global Corporate Income Trust,Financials,$595.91 M,NBI.AX,-26.43,0.20640506892170407
325,391,LLL,Leo Lithium Ltd,Materials,$591.99 M,LLL.AX,-14.29,1.3873230726310593
326,392,AD8,Audinate Group Ltd,Information Technology,$586.5 M,AD8.AX,-3.68,0.4394356971286385
327,393,AEF,Australian Ethical Investment Ltd,Financials,$585.54 M,AEF.AX,-33.72,0.5642423338868433
328,394,RF1,Regal Investment Fund,Financials,$583.29 M,RF1.AX,-32.04,0.3403883052157047
329,395,PPM,Pepper Money Ltd,Financials,$578.16 M,PPM.AX,-49.42,0.3951640204052508
330,396,5EA,5E Advanced Materials Inc,Materials,$576.68 M,5EA.AX,-33.73,0.8419243974957409
331,398,NEA,Nearmap Ltd,Information Technology,$573.93 M,NEA.AX,-36.81,0.5593791743412658
332,399,OMH,Om Holdings Ltd,Materials,$572.43 M,OMH.AX,-17.11,0.49007630124898266
333,400,WHF,Whitefield Ltd,Financials,$569.9 M,WHF.AX,-16.2,0.1380667774409102
334,401,RIC,Ridley Corporation Ltd,Consumer Staples,$568.7 M,RIC.AX,54.78,0.37567765500030037
335,402,PFP,Propel Funeral Partners Ltd,Consumer Discretionary,$565.9 M,PFP.AX,26.98,0.3093120269550094
336,403,BBN,Baby Bunting Group Ltd,Consumer Discretionary,$562.95 M,BBN.AX,-21.3,0.3477551861677576
337,404,VACF,Vanguard Australian Corp Fixed Interest INDEX ETF,Financials,$561.73 M,VACF.AX,-10.93,0.03799995530533959
338,405,OFX,OFX Group Ltd,Financials,$561.57 M,OFX.AX,73.68,0.43279722017026845
339,410,VG1,Vgi Partners Global Investments Ltd,Financials,$556.26 M,VG1.AX,-38.38,0.18699889531606123
340,411,360,LIFE360 Inc,Information Technology,$555.13 M,360.AX,-49.49,0.8317870655962273
341,412,SSM,Service Stream Ltd,Industrials,$554.36 M,SSM.AX,7.56,0.3602362248214597
342,413,REG,Regis Healthcare Ltd,Health Care,$553.53 M,REG.AX,-8.0,0.3621291261279996
343,414,EQT,EQT Holdings Ltd,Financials,$553.49 M,EQT.AX,-0.34,0.306043285773223
344,415,TUA,Tuas Ltd,Communication Services,$552.05 M,TUA.AX,77.61,0.7024965260707726
345,416,STX,Strike Energy Ltd,Energy,$548.13 M,STX.AX,-16.92,0.7102689279878788
346,417,MAD,Mader Group Ltd,Industrials,$536 M,MAD.AX,215.29,0.5724886787172158
347,419,EHE,Estia Health Ltd,Health Care,$535.96 M,EHE.AX,-18.97,0.3175562077691621
348,420,RPL,Regal Partners Ltd,Financials,$535.13 M,RPL.AX,-61.08,0.5796161326021921
349,421,ASM,Australian Strategic Materials Ltd,Materials,$529.5 M,ASM.AX,-47.47,0.7405504691203179
350,422,GWA,GWA Group Ltd,Industrials,$527.76 M,GWA.AX,-27.64,0.3105998375420808
351,423,GDI,GDI Property Group,Real Estate,$525.76 M,GDI.AX,-14.04,0.24233062503596486
352,424,QRI,Qualitas Real Estate Income Fund,Financials,$525.33 M,QRI.AX,-13.76,0.15082338744481186
353,426,OPH,Ophir High Conviction Fund,Financials,$518.2 M,OPH.AX,-43.22,0.33216403464839095
354,427,EML,EML Payments Ltd,Information Technology,$517.24 M,EML.AX,-61.53,0.7291149020304899
355,428,TER,Terracom Ltd,Energy,$514.61 M,TER.AX,486.36,0.8053007951903975
356,430,NMT,Neometals Ltd,Materials,$507.25 M,NMT.AX,111.78,1.092679819540746
357,431,AKP,Audio Pixels Holdings Ltd,Consumer Discretionary,$502.8 M,AKP.AX,-31.83,0.5465679981714456
358,432,PEB,Pacific Edge Ltd,Health Care,$502.31 M,PEB.AX,-59.74,0.46476179078846874
359,433,MIR,Mirrabooka Investments Ltd,Financials,$500.26 M,MIR.AX,-18.39,0.27060110935443554
360,434,HCW,Healthco Healthcare and Wellness REIT,Real Estate,$499.46 M,HCW.AX,-23.25,0.30143691695313596
361,435,SSR,SSR Mining Inc,Materials,$496.27 M,SSR.AX,27.15,0.4346743294490857
362,437,MOT,Metrics Income Opportunities Trust,Financials,$486.26 M,MOT.AX,-9.42,0.1443578991029987
363,438,HM1,Hearts and Minds Investments Ltd,Financials,$483.04 M,HM1.AX,-49.64,0.292160269684379
364,439,RMC,Resimac Group Ltd,Financials,$482.76 M,RMC.AX,-52.98,0.4253630730511674
365,440,GCI,Gryphon Capital Income Trust,Financials,$480.24 M,GCI.AX,-2.71,0.1302207865481436
366,441,MYX,Mayne Pharma Group Ltd,Health Care,$476.51 M,MYX.AX,-16.92,0.5717614183338645
367,442,PRN,Perenti Global Ltd,Materials,$472.83 M,PRN.AX,0.0,0.48342411903500326
368,443,NEU,Neuren Pharmaceuticals Ltd,Health Care,$472.37 M,NEU.AX,140.39,1.0717232533467642
369,444,ARU,Arafura Resources Ltd,Materials,$466.24 M,ARU.AX,114.29,0.8708226569997565
370,445,PPC,Peet Ltd,Real Estate,$464.86 M,PPC.AX,-18.83,0.3654360623631948
371,447,CVW,Clearview Wealth Ltd,Financials,$462.73 M,CVW.AX,40.0,0.3739912793236132
372,451,FGX,Future Generation Investment Company Ltd,Financials,$458.39 M,FGX.AX,-16.24,0.16471229660135908
373,452,QAL,Qualitas Ltd,Real Estate,$455.7 M,QAL.AX,-38.0,0.5125060261332987
374,453,PGG,Partners Group Global Income Fund,Financials,$453.97 M,PGG.AX,-10.33,0.22570701745715335
375,454,PIC,Perpetual Equity Investment Company Ltd,Financials,$451.21 M,PIC.AX,-6.98,0.209753562766341
376,455,FCL,Fineos Corporation Holdings Plc,Information Technology,$450.33 M,FCL.AX,-61.05,0.6072946266086952
377,456,GDX,Vaneck Gold Miners ETF,Financials,$448.25 M,GDX.AX,-5.76,0.2791803739326961
378,457,MYS,Mystate Ltd,Financials,$443.74 M,MYS.AX,-9.31,0.26130373016228203
379,458,SGLLV,Ricegrowers Ltd,Consumer Staples,$442.92 M,SGLLV.AX,3.18,0.23074687003799904
380,459,TPW,Temple & Webster Group Ltd,Consumer Discretionary,$441.08 M,TPW.AX,-68.23,0.5857896427545656
381,460,PAN,Panoramic Resources Ltd,Materials,$440.95 M,PAN.AX,48.28,0.6030478700371877
382,461,AGY,Argosy Minerals Ltd,Materials,$440.72 M,AGY.AX,238.54,0.8861260071095507
383,462,CCX,City Chic Collective Ltd,Consumer Discretionary,$440.65 M,CCX.AX,-63.6,0.6162374890389469
384,464,FGG,Future Generation Global Investment Company Ltd,Financials,$435.72 M,FGG.AX,-28.25,0.23386688072973408
385,465,SLX,SILEX Systems Ltd,Information Technology,$434.55 M,SLX.AX,131.69,0.8083455919729094
386,467,PSC,Prospect Resources Ltd,Materials,$433.36 M,PSC.AX,410.53,0.7493429998861407
387,469,MOAT,Vaneck Morningstar Wide Moat ETF,Financials,$425.14 M,MOAT.AX,-1.99,0.15077319807499892
388,471,MSB,Mesoblast Ltd,Health Care,$422.8 M,MSB.AX,-68.6,0.5611330563940085
389,472,HIO,Hawsons Iron Ltd,Materials,$422.47 M,HIO.AX,287.39,1.1374947509582414
390,473,MNY,MONEY3 Corporation Ltd,Financials,$421.11 M,MNY.AX,-39.01,0.3818157436232361
391,474,REP,Ram Essential Services Property Fund,Real Estate,$419.47 M,REP.AX,-19.5,114.78233419242513
392,475,OPT,Opthea Ltd,Health Care,$415.54 M,OPT.AX,-9.92,0.5384862823971406
393,476,AFG,Australian Finance Group Ltd,Financials,$414.46 M,AFG.AX,-45.0,0.3811244927630294
394,477,AVR,Anteris Technologies Ltd,Health Care,$414.43 M,AVR.AX,327.35,0.6298938725735225
395,478,SKO,Serko Ltd,Information Technology,$414.23 M,SKO.AX,-49.41,0.5024441711571913
396,479,ADT,Adriatic Metals Plc,Materials,$413.92 M,ADT.AX,-23.65,0.47040907300579576
397,480,BLX,Beacon Lighting Group Ltd,Consumer Discretionary,$413.14 M,BLX.AX,-1.6,0.5350537841319901
398,483,STA,Strandline Resources Ltd,Materials,$409.26 M,STA.AX,65.0,0.7035125697566832
399,484,VG8,Vgi Partners Asian Investments Ltd,Financials,$408.82 M,VG8.AX,-23.87,0.19635789772890785
400,485,COE,Cooper Energy Ltd,Energy,$408.18 M,COE.AX,11.23,0.5347773842675483
401,486,CTM,Centaurus Metals Ltd,Materials,$407.89 M,CTM.AX,29.93,0.5141023933301109
402,487,ALK,Alkane Resources Ltd,Materials,$405 M,ALK.AX,-40.87,0.5599081187287818
403,489,DXC,Dexus Convenience Retail REIT,Real Estate,$404.71 M,DXC.AX,-22.07,0.17153615012761814
404,490,TYR,Tyro Payments Ltd,Information Technology,$403.43 M,TYR.AX,-77.71,0.6246450241682527
405,491,ALI,Argo Global Listed Infrastructure Ltd,Financials,$402.08 M,ALI.AX,9.09,0.2011137190504802
406,492,BCB,Bowen Coking Coal Ltd,Materials,$400.9 M,BCB.AX,280.25,1.025339273606154
407,493,AGG,Anglogold Ashanti Ltd,Materials,$399.65 M,AGG.AX,-8.94,0.3872974953721197
408,497,RUL,Rpmglobal Holdings Ltd,Information Technology,$390.75 M,RUL.AX,-4.55,0.36461854608040484
409,498,QHAL,Vaneck MSCI International Quality (Hedged) ETF,Financials,$390.32 M,QHAL.AX,-12.96,0.2057811512524972
410,500,SKT,Sky Network Television Ltd,Communication Services,$389.55 M,SKT.AX,39.38,0.48788590102991214
411,501,MHJ,Michael Hill International Ltd,Consumer Discretionary,$388.29 M,MHJ.AX,20.48,0.45293917762157826
412,502,PE1,Pengana Private Equity Trust,Financials,$386.4 M,PE1.AX,21.86,0.37760939628634427
413,504,PCI,Perpetual Credit Income Trust,Financials,$384.78 M,PCI.AX,-9.01,0.20524456231008084
414,506,BUB,Bubs Australia Ltd,Consumer Staples,$382.98 M,BUB.AX,35.87,0.7751429447272818
415,507,JMS,Jupiter Mines Ltd,Materials,$382 M,JMS.AX,-32.76,0.47777545705440905
416,508,SNL,Supply Network Ltd,Consumer Discretionary,$381.8 M,SNL.AX,24.67,0.4004528418533577
417,510,PWR,Peter Warren Automotive Holdings Ltd,Consumer Discretionary,$378.23 M,PWR.AX,-40.54,0.40001103037169505
418,511,IWLD,Ishares Core MSCI World Ex Aus Esg Leaders ETF,Financials,$376.64 M,IWLD.AX,-15.42,0.15667730942721764
419,512,BVS,Bravura Solutions Ltd,Information Technology,$375.01 M,BVS.AX,-56.86,0.4400228589071177
420,513,AOF,Australian Unity Office Fund,Real Estate,$374.79 M,AOF.AX,-13.31,0.24081317270817518
421,514,SDG,Sunland Group Ltd,Real Estate,$373.76 M,SDG.AX,15.68,0.235335540652706
422,515,SST,Steamships Trading Company Ltd,Industrials,$372.1 M,SST.AX,20.0,0.23259153516370137
423,516,PMC,Platinum Capital Ltd,Financials,$371.81 M,PMC.AX,-16.78,0.15060302313678423
424,518,WBT,Weebit Nano Ltd,Information Technology,$370.45 M,WBT.AX,24.7,0.7806974511433074
425,519,CVN,Carnarvon Energy Ltd,Energy,$369.04 M,CVN.AX,-14.58,0.6417066892688663
426,521,MVF,Monash Ivf Group Ltd,Health Care,$366.26 M,MVF.AX,10.59,0.28664869625053324
427,524,EHL,Emeco Holdings Ltd,Industrials,$363.4 M,EHL.AX,-32.02,0.38602530564024945
428,525,GDF,Garda Property Group,Real Estate,$363.09 M,GDF.AX,26.59,0.231321653086461
429,527,GLN,Galan Lithium Ltd,Materials,$356.15 M,GLN.AX,37.65,0.7223290129164641
430,529,HT1,HT&E Ltd,Communication Services,$354.64 M,HT1.AX,-31.94,0.550563779635334
431,530,VGL,Vista Group International Ltd,Information Technology,$353.29 M,VGL.AX,-31.14,0.4502685795435295
432,531,PAC,Pacific Current Group Ltd,Financials,$351.4 M,PAC.AX,20.95,0.33978259086673634
433,532,FLOT,Vaneck Australian Floating Rate ETF,Financials,$350.34 M,FLOT.AX,-1.48,0.013493264412300351
434,533,WMI,Wam Microcap Ltd,Financials,$350.31 M,WMI.AX,-8.47,0.28534996233386767
435,534,ADH,Adairs Ltd,Consumer Discretionary,$349.49 M,ADH.AX,-50.37,0.45203202603062376
436,535,MLX,Metals X Ltd,Materials,$349.3 M,MLX.AX,75.0,0.676983336340448
437,536,AFP,Aft Pharmaceuticals Ltd,Health Care,$349.2 M,AFP.AX,-20.71,0.3367210680105732
438,537,AMI,Aurelia Metals Ltd,Materials,$346.38 M,AMI.AX,-25.33,0.5683168909200462
439,538,EZL,EUROZ Hartleys Group Ltd,Financials,$346.26 M,EZL.AX,3.85,0.29861185033187765
440,539,SLC,Superloop Ltd,Communication Services,$345.64 M,SLC.AX,-21.86,0.43926999806944467
441,541,3PL,3P Learning Ltd,Consumer Discretionary,$340.08 M,3PL.AX,-5.02,0.33520470536348057
442,543,TLG,Talga Group Ltd,Materials,$338.52 M,TLG.AX,-17.16,0.6684235671928052
443,544,GMD,Genesis Minerals Ltd,Materials,$338 M,GMD.AX,92.37,1.5615924269718737
444,545,AMH,Amcil Ltd,Financials,$337.76 M,AMH.AX,-9.92,0.24425429090180537
445,547,BET,Betmakers Technology Group Ltd,Consumer Discretionary,$334.65 M,BET.AX,-67.83,0.7527341710509428
446,548,CDP,Carindale Property Trust,Real Estate,$334.19 M,CDP.AX,2.22,0.20314562037316114
447,549,RNU,Renascor Resources Ltd,Energy,$333.91 M,RNU.AX,134.85,1.0830655196153987
448,550,PLL,Piedmont Lithium Inc,Materials,$332.37 M,PLL.AX,-33.68,0.7036986959761279
449,551,DVP,Develop Global Ltd,Materials,$331.86 M,DVP.AX,-42.78,0.6933166002818385
450,552,BCI,BCI Minerals Ltd,Materials,$331.71 M,BCI.AX,-50.45,0.5487159364816634
451,553,NTO,Nitro Software Ltd,Information Technology,$331.63 M,NTO.AX,-57.79,0.5929035931179399
452,554,BSE,Base Resources Ltd,Materials,$329.84 M,BSE.AX,-5.09,0.4397956494368703
453,555,RDY,Readytech Holdings Ltd,Information Technology,$329.49 M,RDY.AX,25.2,0.4437385148618598
454,556,SRV,Servcorp Ltd,Real Estate,$329.18 M,SRV.AX,0.0,0.4207033349465655
455,557,ZIP,ZIP Co Ltd,Financials,$326.77 M,ZIP.AX,-93.79,0.7513331120521208
456,558,AGI,Ainsworth Game Technology Ltd,Consumer Discretionary,$326.69 M,AGI.AX,-22.4,0.516314314317382
457,559,PAI,Platinum Asia Investments Ltd,Financials,$325.73 M,PAI.AX,-27.46,0.20327696874443946
458,561,ECF,Elanor Commercial Property Fund,Real Estate,$322.89 M,ECF.AX,-10.87,0.16588537797596023
459,562,KGN,Kogan.com Ltd,Consumer Discretionary,$320.78 M,KGN.AX,-76.92,0.5419478670145719
460,563,CWP,Cedar Woods Properties Ltd,Real Estate,$319.48 M,CWP.AX,-43.05,0.30806590734229145
461,564,A4N,Alpha Hpa Ltd,Materials,$318.19 M,A4N.AX,-21.57,0.6768093647354907
462,565,NGI,Navigator Global Investments Ltd,Financials,$315.83 M,NGI.AX,-19.52,0.3984560493952644
463,566,BCK,Brockman Mining Ltd,Materials,$315.53 M,BCK.AX,-10.53,0.9506175164755345
464,567,ASG,Autosports Group Ltd,Consumer Discretionary,$313.56 M,ASG.AX,-40.0,0.39390810663680315
465,568,HFR,Highfield Resources Ltd,Materials,$313.41 M,HFR.AX,14.67,0.7579424806282383
466,570,TIE,Tietto Minerals Ltd,Materials,$311.84 M,TIE.AX,8.33,0.5563531482414589
467,571,KCN,Kingsgate Consolidated Ltd,Materials,$309.85 M,KCN.AX,62.79,0.8840108530479405
468,572,BFG,Bell Financial Group Ltd,Financials,$307.91 M,BFG.AX,-46.37,0.4193171931776707
469,573,IHL,Incannex Healthcare Ltd,Health Care,$307.75 M,IHL.AX,-2.04,0.8795904641864203
470,574,PNR,Pantoro Ltd,Materials,$307.13 M,PNR.AX,-2.5,0.7494792261055621
471,575,FSF,Fonterra Shareholders' Fund,Consumer Staples,$306.14 M,FSF.AX,-16.42,0.30893846899835553
472,576,SYM,SYMBIO Holdings Ltd,Information Technology,$305.42 M,SYM.AX,-33.95,0.35921247140939894
473,577,UNI,Universal Store Holdings Ltd,Consumer Discretionary,$303.76 M,UNI.AX,-43.92,0.4608612985019404
474,579,MAH,Macmahon Holdings Ltd,Materials,$301.7 M,MAH.AX,-22.22,0.4507515465545901
475,580,RAC,Race Oncology Ltd,Health Care,$300.69 M,RAC.AX,-47.93,0.5775959222345654
476,581,COG,COG Financial Services Ltd,Financials,$300.66 M,COG.AX,23.08,0.3054826127732986
477,582,PDI,Predictive Discovery Ltd,Materials,$300.59 M,PDI.AX,118.39,1.0026443751493515
478,584,MNS,Magnis Energy Technologies Ltd,Materials,$299.61 M,MNS.AX,16.98,0.8806433845906745
479,586,TRJ,Trajan Group Holdings Ltd,Health Care,$298.91 M,TRJ.AX,-12.28,0.5534324294451948
480,587,BTH,Bigtincan Holdings Ltd,Information Technology,$298.27 M,BTH.AX,-50.36,0.6062749890806809
481,588,NWF,Newfield Resources Ltd,Materials,$294.52 M,NWF.AX,18.61,0.4535528047930652
482,592,PSQ,Pacific Smiles Group Ltd,Health Care,$290.44 M,PSQ.AX,-34.06,0.45839443368973976
483,595,NWE,Norwest Energy NL,Energy,$288.43 M,NWE.AX,437.5,1.5687846507060574
484,596,MYR,Myer Holdings Ltd,Consumer Discretionary,$287.45 M,MYR.AX,4.48,0.5935483418075997
485,597,CAJ,Capitol Health Ltd,Health Care,$286.61 M,CAJ.AX,-22.54,0.37213585890192796
486,598,CVC,CVC Ltd,Financials,$286.22 M,CVC.AX,24.37,0.38635473187212366
487,599,SXL,Southern Cross Media Group Ltd,Communication Services,$283.02 M,SXL.AX,-48.09,0.39726015430695505
488,600,BMN,Bannerman Energy Ltd,Energy,$282.66 M,BMN.AX,11.77,1.0697869036745964
489,601,PPE,Peoplein Ltd,Industrials,$281.45 M,PPE.AX,-37.77,0.3683164498172545
490,602,TRA,Turners Automotive Group Ltd,Consumer Discretionary,$279.73 M,TRA.AX,14.04,0.10426063635335205
491,603,MAU,Magnetic Resources NL,Materials,$278.19 M,MAU.AX,-18.95,0.357892908855901
492,605,CGS,Cogstate Ltd,Health Care,$277.39 M,CGS.AX,15.94,0.6293041254113704
493,607,IMM,Immutep Ltd,Health Care,$277.2 M,IMM.AX,-39.05,0.5860657554436945
494,608,GNG,GR Engineering Services Ltd,Materials,$275.71 M,GNG.AX,13.25,0.38375132941152673
495,610,HLO,Helloworld Travel Ltd,Consumer Discretionary,$273.62 M,HLO.AX,10.31,0.5410079970777426
496,612,BST,Best & Less Group Holdings Ltd,Consumer Discretionary,$272.05 M,BST.AX,0.46,0.5660567452005273
497,613,SPL,Starpharma Holdings Ltd,Health Care,$271.61 M,SPL.AX,-56.39,0.5389844978137819
498,614,NEW,NEW Energy Solar Ltd,Utilities,$270.9 M,NEW.AX,1.2,0.25382671129973994
499,615,RSG,Resolute Mining Ltd,Materials,$270.46 M,RSG.AX,-52.43,0.592070822238044
500,616,WAX,Wam Research Ltd,Financials,$269.33 M,WAX.AX,-16.82,0.23928184751381282
501,617,EGG,Enero Group Ltd,Communication Services,$268.54 M,EGG.AX,32.61,0.43665084478343574
502,618,UOS,United Overseas Australia Ltd,Real Estate,$267.86 M,UOS.AX,-30.26,0.23885530848770195
503,619,SRG,SRG Global Ltd,Industrials,$267.48 M,SRG.AX,18.81,0.39405420501459554
504,620,DDH,DDH1 Ltd,Materials,$266.72 M,DDH.AX,-46.12,0.3951561770451099
505,621,MYD,Mydeal.com.Au Ltd,Consumer Discretionary,$265.3 M,MYD.AX,81.42,0.772049377505271
506,622,ABA,Auswide Bank Ltd,Financials,$264.73 M,ABA.AX,-2.88,0.2181755070356113
507,623,WXOZ,SPDR S&P World Ex Australia Carbon Control Fund,Financials,$264.67 M,WXOZ.AX,-7.63,0.19576929729948156
