Rank,Code,Company,Price,1 Day,1 Week,1 Month,1 Year,Sector,Mkt Cap
286,HSN,Hansen Technologies Ltd,$5.32,3.50%,14.16%,5.14%,-14.47%,Information Technology,$1.07 B
287,NAN,Nanosonics Ltd,$3.52,0.57%,16.56%,-4.09%,-39.73%,Health Care,$1.06 B
288,RFF,Rural Funds Group,$2.74,2.62%,2.24%,-6.80%,3.17%,Real Estate,$1.05 B
289,KAR,Karoon Energy Ltd,$1.86,6.59%,11.38%,-10.15%,40.38%,Energy,$1.04 B
290,VSL,Vulcan Steel Ltd,$7.85,-0.25%,3.56%,-8.83%,10.56%,Materials,$1.03 B
292,NWS,News Corporation,$23.46,-0.89%,2.81%,-3.42%,-26.41%,Communication Services,$1.02 B
293,WTN,Winton Land Ltd,$3.45,0.00%,0.00%,0.00%,-11.31%,Real Estate,$1.02 B
294,UMG,United Malt Group Ltd,$3.41,0.59%,1.49%,-9.55%,-23.37%,Consumer Staples,$1.02 B
295,CXL,CALIX Ltd,$6.21,-0.16%,5.61%,-20.59%,140.70%,Materials,$1 B
296,TGR,Tassal Group Ltd,$4.61,16.12%,30.23%,27.00%,27.00%,Consumer Staples,$990.33 M
298,MND,Monadelphous Group Ltd,$10.37,0.00%,1.87%,-2.17%,1.77%,Industrials,$987.87 M
299,ING,Inghams Group Ltd,$2.64,0.76%,4.35%,-5.38%,-33.67%,Consumer Staples,$981.23 M
300,DUI,Diversified United Investment Ltd,$4.57,-0.65%,1.33%,-4.19%,-11.43%,Financials,$976.78 M
301,DBI,Dalrymple Bay Infrastructure Ltd,$1.97,0.00%,-1.99%,-5.74%,-2.48%,Industrials,$976.65 M
302,HGH,Heartland Group Holdings Ltd,$1.64,0.00%,0.00%,-17.59%,-15.03%,Financials,$972.36 M
303,JIN,Jumbo Interactive Ltd,$15.40,4.05%,13.15%,-0.84%,-12.60%,Consumer Discretionary,$966.48 M
305,GMA,Genworth Mortgage Insurance Australia Ltd,$2.50,5.49%,9.17%,-16.67%,-1.58%,Financials,$954.12 M
306,HTA,Hutchison Telecommunications (Australia) Ltd,$0.07,2.94%,-6.67%,-9.09%,-36.36%,Communication Services,$950.08 M
308,ACL,Australian Clinical Labs Ltd,$4.66,0.87%,4.96%,-11.41%,33.14%,Health Care,$940.55 M
310,PNV,Polynovo Ltd,$1.41,7.25%,7.25%,14.69%,-50.70%,Health Care,$929.67 M
311,GEM,G8 Education Ltd,$1.09,0.93%,4.31%,-5.63%,9.00%,Consumer Discretionary,$923.66 M
313,MP1,Megaport Ltd,$5.80,-5.07%,9.43%,-18.54%,-67.74%,Information Technology,$916.1 M
314,DXI,Dexus Industria REIT,$2.87,0.70%,3.61%,-8.01%,-12.37%,Real Estate,$910.96 M
315,INR,Ioneer Ltd,$0.44,4.82%,17.57%,-18.69%,29.85%,Materials,$909.72 M
317,OBL,Omni Bridgeway Ltd,$3.38,2.74%,14.19%,0.00%,-9.87%,Financials,$908 M
318,29M,29METALS Ltd,$1.85,-2.38%,-10.63%,-32.23%,-7.50%,Materials,$890.44 M
319,SYR,Syrah Resources Ltd,$1.32,2.73%,16.37%,-26.33%,30.87%,Materials,$880.32 M
321,MCR,Mincor Resources NL,$1.78,6.29%,10.94%,-26.65%,70.67%,Materials,$859.75 M
322,MAF,Ma Financial Group Ltd,$4.85,0.21%,7.54%,-23.02%,-9.85%,Financials,$848.54 M
323,JRV,Jervois Global Ltd,$0.56,3.74%,12.12%,-31.06%,7.84%,Materials,$843.46 M
324,ABB,Aussie Broadband Ltd,$3.52,1.15%,14.66%,-16.79%,20.96%,Communication Services,$836.43 M
325,SIQ,Smartgroup Corporation Ltd,$6.24,-1.27%,6.67%,-23.90%,-13.45%,Industrials,$834.44 M
326,RMS,Ramelius Resources Ltd,$0.95,-1.05%,-15.25%,-27.31%,-45.69%,Materials,$819.68 M
328,CUV,Clinuvel Pharmaceuticals Ltd,$15.93,-1.24%,13.54%,3.51%,-44.32%,Health Care,$787.11 M
329,NWH,NRW Holdings Ltd,$1.75,0.58%,1.16%,-12.09%,19.11%,Industrials,$783.84 M
330,IMD,IMDEX Ltd,$1.97,-2.24%,-4.15%,-18.80%,0.26%,Materials,$779.03 M
331,PBH,Pointsbet Holdings Ltd,$2.56,-8.57%,0.39%,-12.03%,-79.70%,Consumer Discretionary,$777.26 M
332,VUL,Vulcan Energy Resources Ltd,$5.90,-6.05%,9.06%,-21.54%,-23.38%,Materials,$776.71 M
333,JHG,Janus Henderson Group Plc,$36.55,-1.30%,7.75%,-5.63%,-29.21%,Financials,$770.08 M
334,CIN,Carlton Investments Ltd,$29.00,-0.69%,0.00%,-8.29%,-3.33%,Financials,$767.77 M
335,SGF,SG Fleet Group Ltd,$2.24,-1.32%,6.67%,-0.89%,-26.07%,Industrials,$766.05 M
336,DGL,DGL Group Ltd,$2.71,-3.90%,14.35%,-2.17%,108.46%,Materials,$756.61 M
337,MMS,Mcmillan Shakespeare Ltd,$9.74,-0.51%,8.10%,-13.73%,-23.67%,Industrials,$753.69 M
338,OML,Ooh!Media Ltd,$1.25,3.32%,12.16%,-10.43%,-27.41%,Communication Services,$745.31 M
339,KMD,KMD Brands Ltd,$1.05,-2.78%,3.45%,-0.94%,-29.05%,Consumer Discretionary,$744.45 M
340,DTL,Data#3 Ltd,$4.81,-0.62%,6.89%,-1.64%,-12.55%,Information Technology,$742.42 M
341,APX,Appen Ltd,$6.00,-5.81%,3.81%,-8.26%,-57.60%,Information Technology,$740.68 M
342,URW,Unibail-Rodamco-Westfield,$3.98,-0.50%,1.27%,-21.50%,-35.60%,Real Estate,$735.13 M
345,BGL,Bellevue Gold Ltd,$0.69,-2.14%,-12.18%,-21.26%,-30.10%,Materials,$706.53 M
347,KKC,KKR Credit Income Fund,$1.90,0.26%,0.00%,-8.21%,-14.80%,Financials,$703 M
348,ECX,Eclipx Group Ltd,$2.34,0.86%,9.86%,-0.43%,4.93%,Financials,$702.7 M
349,AX1,Accent Group Ltd,$1.30,2.78%,4.44%,-6.16%,-52.91%,Consumer Discretionary,$701.72 M
350,IDX,Integral Diagnostics Ltd,$3.04,0.66%,4.11%,-13.39%,-42.24%,Health Care,$696.38 M
351,VRT,Virtus Health Ltd,$7.98,0.00%,1.66%,-1.24%,23.72%,Health Care,$695.17 M
352,PWH,PWR Holdings Ltd,$6.91,1.62%,9.16%,-14.80%,-0.58%,Consumer Discretionary,$693.05 M
353,DJW,Djerriwarrh Investments Ltd,$2.91,0.00%,3.93%,-4.90%,-4.59%,Financials,$690.13 M
354,NCK,Nick Scali Ltd,$8.44,-1.17%,14.52%,-5.49%,-22.07%,Consumer Discretionary,$683.64 M
355,ERA,Energy Resources of Australia Ltd,$0.19,15.63%,-28.85%,-36.21%,-35.09%,Energy,$682.91 M
356,EMR,Emerald Resources NL,$1.15,0.44%,-2.54%,-5.74%,27.07%,Materials,$682.35 M
357,BOE,Boss Energy Ltd,$1.93,4.89%,7.82%,-15.35%,46.21%,Energy,$680.48 M
358,SBM,ST Barbara Ltd,$0.83,-3.49%,-28.45%,-30.25%,-52.98%,Materials,$677.06 M
359,RED,RED 5 Ltd,$0.29,0.00%,-9.52%,-25.97%,54.05%,Materials,$671.56 M
362,MGX,Mount Gibson Iron Ltd,$0.55,5.77%,-1.79%,-18.52%,-40.54%,Materials,$665.81 M
363,PL8,Plato Income Maximiser Ltd,$1.20,0.84%,5.26%,-5.14%,-6.25%,Financials,$665.44 M
364,ALG,Ardent Leisure Group Ltd,$1.39,2.97%,5.73%,2.59%,42.78%,Consumer Discretionary,$664.39 M
365,ASB,Austal Ltd,$1.84,0.82%,0.82%,-8.71%,-10.92%,Industrials,$664.01 M
366,BLY,Boart Longyear Group Ltd,$2.20,0.00%,-0.45%,-12.00%,-63.93%,Materials,$651.02 M
367,HPI,Hotel Property Investments,$3.35,2.76%,7.72%,-6.69%,1.52%,Real Estate,$648.23 M
368,PGH,Pact Group Holdings Ltd,$1.88,-1.57%,-1.05%,-12.56%,-48.91%,Materials,$647.27 M
369,IFRA,Vaneck Ftse Global Infrastructure (Hedged) ETF,$21.65,0.56%,5.15%,-4.84%,2.56%,Financials,$645.82 M
370,SWM,Seven West Media Ltd,$0.41,-1.22%,9.46%,-26.36%,-11.96%,Communication Services,$644 M
371,IFM,Infomedia Ltd,$1.71,2.40%,6.88%,-0.58%,15.54%,Information Technology,$642.55 M
373,SHV,Select Harvests Ltd,$5.27,-0.57%,-1.31%,-6.39%,-20.75%,Consumer Staples,$637.41 M
375,SIG,Sigma Healthcare Ltd,$0.60,7.14%,15.39%,21.21%,0.84%,Health Care,$635.57 M
379,SM1,Synlait Milk Ltd,$2.82,-2.76%,-1.05%,-9.62%,-17.06%,Consumer Staples,$616.4 M
383,OCA,Oceania Healthcare Ltd,$0.84,0.00%,-11.11%,-9.19%,-38.01%,Health Care,$602.44 M
384,WGB,Wam Global Ltd,$1.72,-1.44%,0.88%,-10.91%,-33.27%,Financials,$602.07 M
385,CBO,Cobram Estate Olives Ltd,$1.45,1.75%,-4.61%,-9.38%,-22.04%,Consumer Staples,$601.03 M
386,AQZ,Alliance Aviation Services Ltd,$3.73,0.27%,-2.61%,-7.67%,-14.25%,Industrials,$599.54 M
387,PGF,PM Capital Global Opportunities Fund Ltd,$1.53,1.33%,1.66%,-2.24%,-2.55%,Financials,$598.8 M
388,WGX,Westgold Resources Ltd,$1.26,3.70%,-3.45%,-7.35%,-33.33%,Materials,$596.61 M
389,NBI,NB Global Corporate Income Trust,$1.35,-0.74%,1.50%,-8.78%,-26.43%,Financials,$595.91 M
391,LLL,Leo Lithium Ltd,$0.60,4.35%,-14.29%,-14.29%,-14.29%,Materials,$591.99 M
392,AD8,Audinate Group Ltd,$7.60,-3.80%,16.92%,19.69%,-3.68%,Information Technology,$586.5 M
393,AEF,Australian Ethical Investment Ltd,$5.21,-3.16%,7.65%,-2.43%,-33.72%,Financials,$585.54 M
394,RF1,Regal Investment Fund,$3.38,2.12%,7.64%,-9.87%,-32.04%,Financials,$583.29 M
395,PPM,Pepper Money Ltd,$1.32,2.34%,15.86%,-28.14%,-49.42%,Financials,$578.16 M
396,5EA,5E Advanced Materials Inc,$1.96,-9.07%,-29.42%,-44.14%,-33.73%,Materials,$576.68 M
398,NEA,Nearmap Ltd,$1.15,-2.13%,14.43%,-3.36%,-36.81%,Information Technology,$573.93 M
399,OMH,Om Holdings Ltd,$0.78,1.31%,-4.32%,-9.88%,-17.11%,Materials,$572.43 M
400,WHF,Whitefield Ltd,$5.12,-0.20%,-1.16%,-5.19%,-16.20%,Financials,$569.9 M
401,RIC,Ridley Corporation Ltd,$1.78,0.57%,4.40%,4.71%,54.78%,Consumer Staples,$568.7 M
402,PFP,Propel Funeral Partners Ltd,$4.80,0.00%,11.63%,-3.03%,26.98%,Consumer Discretionary,$565.9 M
403,BBN,Baby Bunting Group Ltd,$4.25,-2.75%,3.16%,-1.16%,-21.30%,Consumer Discretionary,$562.95 M
404,VACF,Vanguard Australian Corp Fixed Interest INDEX ETF,$47.45,0.17%,1.22%,-2.10%,-10.93%,Financials,$561.73 M
405,OFX,OFX Group Ltd,$2.31,2.21%,7.94%,-4.94%,73.68%,Financials,$561.57 M
410,VG1,Vgi Partners Global Investments Ltd,$1.49,-1.33%,1.37%,-4.81%,-38.38%,Financials,$556.26 M
411,360,LIFE360 Inc,$2.99,-3.24%,15.00%,-20.48%,-49.49%,Information Technology,$555.13 M
412,SSM,Service Stream Ltd,$0.90,1.70%,10.43%,4.05%,7.56%,Industrials,$554.36 M
413,REG,Regis Healthcare Ltd,$1.84,-1.08%,-3.41%,-17.86%,-8.00%,Health Care,$553.53 M
414,EQT,EQT Holdings Ltd,$26.20,-0.38%,1.16%,-4.03%,-0.34%,Financials,$553.49 M
415,TUA,Tuas Ltd,$1.19,-4.03%,8.18%,-4.80%,77.61%,Communication Services,$552.05 M
416,STX,Strike Energy Ltd,$0.27,3.85%,5.88%,-8.48%,-16.92%,Energy,$548.13 M
417,MAD,Mader Group Ltd,$2.68,3.08%,12.13%,16.52%,215.29%,Industrials,$536 M
419,EHE,Estia Health Ltd,$2.05,3.28%,6.22%,-5.53%,-18.97%,Health Care,$535.96 M
420,RPL,Regal Partners Ltd,$2.53,0.00%,-12.15%,-41.03%,-61.08%,Financials,$535.13 M
421,ASM,Australian Strategic Materials Ltd,$3.73,-2.10%,0.81%,-28.82%,-47.47%,Materials,$529.5 M
422,GWA,GWA Group Ltd,$1.99,4.46%,10.25%,-2.93%,-27.64%,Industrials,$527.76 M
423,GDI,GDI Property Group,$0.98,2.08%,3.70%,-3.92%,-14.04%,Real Estate,$525.76 M
424,QRI,Qualitas Real Estate Income Fund,$1.40,0.00%,-1.41%,-4.76%,-13.76%,Financials,$525.33 M
426,OPH,Ophir High Conviction Fund,$2.43,-2.02%,1.67%,-8.99%,-43.22%,Financials,$518.2 M
427,EML,EML Payments Ltd,$1.39,-5.46%,-2.12%,-6.10%,-61.53%,Information Technology,$517.24 M
428,TER,Terracom Ltd,$0.65,7.50%,-0.77%,-14.57%,486.36%,Energy,$514.61 M
430,NMT,Neometals Ltd,$0.93,-4.64%,1.09%,-29.12%,111.78%,Materials,$507.25 M
431,AKP,Audio Pixels Holdings Ltd,$17.52,-1.57%,1.57%,-3.20%,-31.83%,Consumer Discretionary,$502.8 M
432,PEB,Pacific Edge Ltd,$0.62,0.00%,0.81%,-8.82%,-59.74%,Health Care,$502.31 M
433,MIR,Mirrabooka Investments Ltd,$2.84,1.79%,8.40%,-11.25%,-18.39%,Financials,$500.26 M
434,HCW,Healthco Healthcare and Wellness REIT,$1.54,0.33%,0.33%,-6.69%,-23.25%,Real Estate,$499.46 M
435,SSR,SSR Mining Inc,$25.85,-5.10%,-6.17%,-6.98%,27.15%,Materials,$496.27 M
437,MOT,Metrics Income Opportunities Trust,$1.84,0.27%,0.55%,-13.03%,-9.42%,Financials,$486.26 M
438,HM1,Hearts and Minds Investments Ltd,$2.12,-1.85%,4.95%,-4.51%,-49.64%,Financials,$483.04 M
439,RMC,Resimac Group Ltd,$1.19,0.42%,-4.05%,-16.55%,-52.98%,Financials,$482.76 M
440,GCI,Gryphon Capital Income Trust,$1.98,0.00%,2.60%,-3.66%,-2.71%,Financials,$480.24 M
441,MYX,Mayne Pharma Group Ltd,$0.27,1.89%,14.89%,-8.48%,-16.92%,Health Care,$476.51 M
442,PRN,Perenti Global Ltd,$0.67,2.29%,9.84%,3.08%,0.00%,Materials,$472.83 M
443,NEU,Neuren Pharmaceuticals Ltd,$3.75,-0.79%,8.07%,3.88%,140.39%,Health Care,$472.37 M
444,ARU,Arafura Resources Ltd,$0.30,-1.64%,1.70%,-21.05%,114.29%,Materials,$466.24 M
445,PPC,Peet Ltd,$0.97,2.11%,8.99%,-9.35%,-18.83%,Real Estate,$464.86 M
447,CVW,Clearview Wealth Ltd,$0.70,1.45%,10.24%,-11.39%,40.00%,Financials,$462.73 M
451,FGX,Future Generation Investment Company Ltd,$1.14,-0.87%,-0.44%,-10.63%,-16.24%,Financials,$458.39 M
452,QAL,Qualitas Ltd,$1.55,-3.13%,2.99%,-22.50%,-38.00%,Real Estate,$455.7 M
453,PGG,Partners Group Global Income Fund,$1.65,0.61%,11.11%,-0.30%,-10.33%,Financials,$453.97 M
454,PIC,Perpetual Equity Investment Company Ltd,$1.20,2.56%,6.20%,-2.04%,-6.98%,Financials,$451.21 M
455,FCL,Fineos Corporation Holdings Plc,$1.41,-5.69%,3.30%,-21.45%,-61.05%,Information Technology,$450.33 M
456,GDX,Vaneck Gold Miners ETF,$42.74,0.00%,-1.77%,-5.76%,-5.76%,Financials,$448.25 M
457,MYS,Mystate Ltd,$4.19,-1.18%,10.26%,-10.85%,-9.31%,Financials,$443.74 M
458,SGLLV,Ricegrowers Ltd,$7.15,-9.84%,-0.56%,2.14%,3.18%,Consumer Staples,$442.92 M
459,TPW,Temple & Webster Group Ltd,$3.66,-2.92%,3.98%,-16.25%,-68.23%,Consumer Discretionary,$441.08 M
460,PAN,Panoramic Resources Ltd,$0.22,4.88%,4.88%,-21.82%,48.28%,Materials,$440.95 M
461,AGY,Argosy Minerals Ltd,$0.33,-5.80%,3.18%,-27.78%,238.54%,Materials,$440.72 M
462,CCX,City Chic Collective Ltd,$1.90,-3.06%,5.56%,-22.13%,-63.60%,Consumer Discretionary,$440.65 M
464,FGG,Future Generation Global Investment Company Ltd,$1.11,0.46%,2.32%,-10.16%,-28.25%,Financials,$435.72 M
465,SLX,SILEX Systems Ltd,$2.12,-1.85%,8.72%,66.93%,131.69%,Information Technology,$434.55 M
467,PSC,Prospect Resources Ltd,$0.97,-0.51%,0.00%,1.04%,410.53%,Materials,$433.36 M
469,MOAT,Vaneck Morningstar Wide Moat ETF,$95.93,-0.70%,7.46%,0.42%,-1.99%,Financials,$425.14 M
471,MSB,Mesoblast Ltd,$0.65,-2.99%,-6.48%,-34.34%,-68.60%,Health Care,$422.8 M
472,HIO,Hawsons Iron Ltd,$0.59,15.69%,43.90%,3.51%,287.39%,Materials,$422.47 M
473,MNY,MONEY3 Corporation Ltd,$1.97,-0.51%,5.91%,-11.66%,-39.01%,Financials,$421.11 M
474,REP,Ram Essential Services Property Fund,$0.81,-0.62%,-4.17%,-9.04%,-19.50%,Real Estate,$419.47 M
475,OPT,Opthea Ltd,$1.18,4.89%,16.83%,-11.61%,-9.92%,Health Care,$415.54 M
476,AFG,Australian Finance Group Ltd,$1.54,-3.45%,1.99%,-18.95%,-45.00%,Financials,$414.46 M
477,AVR,Anteris Technologies Ltd,$30.00,8.30%,43.61%,50.00%,327.35%,Health Care,$414.43 M
478,SKO,Serko Ltd,$3.44,-0.29%,9.21%,5.52%,-49.41%,Information Technology,$414.23 M
479,ADT,Adriatic Metals Plc,$1.99,0.00%,5.03%,-14.07%,-23.65%,Materials,$413.92 M
480,BLX,Beacon Lighting Group Ltd,$1.85,1.65%,3.93%,-13.95%,-1.60%,Consumer Discretionary,$413.14 M
483,STA,Strandline Resources Ltd,$0.33,0.00%,13.79%,-8.33%,65.00%,Materials,$409.26 M
484,VG8,Vgi Partners Asian Investments Ltd,$1.85,2.78%,4.82%,1.37%,-23.87%,Financials,$408.82 M
485,COE,Cooper Energy Ltd,$0.25,4.17%,-15.25%,2.67%,11.23%,Energy,$408.18 M
486,CTM,Centaurus Metals Ltd,$0.96,2.69%,2.14%,-18.38%,29.93%,Materials,$407.89 M
487,ALK,Alkane Resources Ltd,$0.68,0.74%,-20.47%,-34.93%,-40.87%,Materials,$405 M
489,DXC,Dexus Convenience Retail REIT,$2.93,0.00%,6.55%,-6.39%,-22.07%,Real Estate,$404.71 M
490,TYR,Tyro Payments Ltd,$0.78,-9.83%,-9.30%,-24.27%,-77.71%,Information Technology,$403.43 M
491,ALI,Argo Global Listed Infrastructure Ltd,$2.40,4.35%,5.26%,0.42%,9.09%,Financials,$402.08 M
492,BCB,Bowen Coking Coal Ltd,$0.26,4.00%,-24.64%,-25.71%,280.25%,Materials,$400.9 M
493,AGG,Anglogold Ashanti Ltd,$4.48,2.99%,-0.89%,-9.50%,-8.94%,Materials,$399.65 M
497,RUL,Rpmglobal Holdings Ltd,$1.68,0.00%,5.00%,0.00%,-4.55%,Information Technology,$390.75 M
498,QHAL,Vaneck MSCI International Quality (Hedged) ETF,$34.11,-0.32%,8.29%,-2.57%,-12.96%,Financials,$390.32 M
500,SKT,Sky Network Television Ltd,$2.23,1.36%,8.78%,-3.46%,39.38%,Communication Services,$389.55 M
501,MHJ,Michael Hill International Ltd,$1.00,3.09%,8.11%,-2.91%,20.48%,Consumer Discretionary,$388.29 M
502,PE1,Pengana Private Equity Trust,$1.39,1.83%,8.59%,-8.55%,21.86%,Financials,$386.4 M
504,PCI,Perpetual Credit Income Trust,$0.96,0.00%,2.13%,-4.95%,-9.01%,Financials,$384.78 M
506,BUB,Bubs Australia Ltd,$0.63,-3.10%,2.46%,28.87%,35.87%,Consumer Staples,$382.98 M
507,JMS,Jupiter Mines Ltd,$0.20,2.63%,2.63%,-7.14%,-32.76%,Materials,$382 M
508,SNL,Supply Network Ltd,$9.35,2.97%,4.00%,3.66%,24.67%,Consumer Discretionary,$381.8 M
510,PWR,Peter Warren Automotive Holdings Ltd,$2.20,-1.35%,3.29%,-9.09%,-40.54%,Consumer Discretionary,$378.23 M
511,IWLD,Ishares Core MSCI World Ex Aus Esg Leaders ETF,$38.34,-0.10%,6.44%,-0.16%,-15.42%,Financials,$376.64 M
512,BVS,Bravura Solutions Ltd,$1.51,1.34%,3.07%,-5.03%,-56.86%,Information Technology,$375.01 M
513,AOF,Australian Unity Office Fund,$2.28,-0.87%,0.44%,4.11%,-13.31%,Real Estate,$374.79 M
514,SDG,Sunland Group Ltd,$2.73,-1.44%,0.74%,-0.37%,15.68%,Real Estate,$373.76 M
515,SST,Steamships Trading Company Ltd,$12.00,0.00%,0.00%,-0.83%,20.00%,Industrials,$372.1 M
516,PMC,Platinum Capital Ltd,$1.27,0.00%,0.80%,-3.07%,-16.78%,Financials,$371.81 M
518,WBT,Weebit Nano Ltd,$2.15,-5.29%,9.69%,-15.02%,24.70%,Information Technology,$370.45 M
519,CVN,Carnarvon Energy Ltd,$0.21,7.90%,5.13%,-10.87%,-14.58%,Energy,$369.04 M
521,MVF,Monash Ivf Group Ltd,$0.94,-2.08%,1.08%,-12.15%,10.59%,Health Care,$366.26 M
524,EHL,Emeco Holdings Ltd,$0.69,-1.43%,-2.82%,-11.54%,-32.02%,Industrials,$363.4 M
525,GDF,Garda Property Group,$1.60,-1.24%,2.90%,1.92%,26.59%,Real Estate,$363.09 M
527,GLN,Galan Lithium Ltd,$1.17,-1.68%,9.35%,-17.61%,37.65%,Materials,$356.15 M
529,HT1,HT&E Ltd,$1.14,3.17%,-1.30%,-24.50%,-31.94%,Communication Services,$354.64 M
530,VGL,Vista Group International Ltd,$1.52,0.00%,4.48%,8.21%,-31.14%,Information Technology,$353.29 M
531,PAC,Pacific Current Group Ltd,$6.87,-0.44%,2.08%,-6.53%,20.95%,Financials,$351.4 M
532,FLOT,Vaneck Australian Floating Rate ETF,$24.70,0.00%,0.12%,-0.12%,-1.48%,Financials,$350.34 M
533,WMI,Wam Microcap Ltd,$1.68,4.04%,15.52%,-1.47%,-8.47%,Financials,$350.31 M
534,ADH,Adairs Ltd,$2.04,-0.49%,14.29%,-12.45%,-50.37%,Consumer Discretionary,$349.49 M
535,MLX,Metals X Ltd,$0.39,1.32%,2.67%,-23.00%,75.00%,Materials,$349.3 M
536,AFP,Aft Pharmaceuticals Ltd,$3.33,0.00%,-4.31%,4.06%,-20.71%,Health Care,$349.2 M
537,AMI,Aurelia Metals Ltd,$0.28,5.66%,5.66%,-16.42%,-25.33%,Materials,$346.38 M
538,EZL,EUROZ Hartleys Group Ltd,$1.76,0.57%,5.72%,1.15%,3.85%,Financials,$346.26 M
539,SLC,Superloop Ltd,$0.72,-3.38%,7.52%,-11.73%,-21.86%,Communication Services,$345.64 M
541,3PL,3P Learning Ltd,$1.23,-0.81%,-1.60%,-14.58%,-5.02%,Consumer Discretionary,$340.08 M
543,TLG,Talga Group Ltd,$1.11,-5.93%,-1.33%,-19.27%,-17.16%,Materials,$338.52 M
544,GMD,Genesis Minerals Ltd,$1.34,0.75%,0.00%,-12.42%,92.37%,Materials,$338 M
545,AMH,Amcil Ltd,$1.09,-0.46%,0.00%,-3.54%,-9.92%,Financials,$337.76 M
547,BET,Betmakers Technology Group Ltd,$0.37,-2.63%,10.45%,-23.71%,-67.83%,Consumer Discretionary,$334.65 M
548,CDP,Carindale Property Trust,$4.60,0.22%,3.37%,0.22%,2.22%,Real Estate,$334.19 M
549,RNU,Renascor Resources Ltd,$0.16,-3.13%,3.33%,-31.11%,134.85%,Energy,$333.91 M
550,PLL,Piedmont Lithium Inc,$0.63,2.44%,-9.35%,-26.74%,-33.68%,Materials,$332.37 M
551,DVP,Develop Global Ltd,$2.06,-0.96%,2.49%,-13.45%,-42.78%,Materials,$331.86 M
552,BCI,BCI Minerals Ltd,$0.28,-5.17%,1.85%,-24.66%,-50.45%,Materials,$331.71 M
553,NTO,Nitro Software Ltd,$1.36,-3.55%,7.09%,4.62%,-57.79%,Information Technology,$331.63 M
554,BSE,Base Resources Ltd,$0.28,-1.75%,12.00%,-6.67%,-5.09%,Materials,$329.84 M
555,RDY,Readytech Holdings Ltd,$3.08,2.67%,12.41%,3.01%,25.20%,Information Technology,$329.49 M
556,SRV,Servcorp Ltd,$3.40,5.26%,1.49%,3.03%,0.00%,Real Estate,$329.18 M
557,ZIP,ZIP Co Ltd,$0.48,-7.77%,-10.38%,-44.44%,-93.79%,Financials,$326.77 M
558,AGI,Ainsworth Game Technology Ltd,$0.97,-2.02%,-3.00%,-8.06%,-22.40%,Consumer Discretionary,$326.69 M
559,PAI,Platinum Asia Investments Ltd,$0.89,-0.56%,4.12%,6.63%,-27.46%,Financials,$325.73 M
561,ECF,Elanor Commercial Property Fund,$1.02,0.00%,3.55%,-1.92%,-10.87%,Real Estate,$322.89 M
562,KGN,Kogan.com Ltd,$3.00,-4.76%,0.33%,-16.67%,-76.92%,Consumer Discretionary,$320.78 M
563,CWP,Cedar Woods Properties Ltd,$3.89,-3.23%,9.27%,-7.82%,-43.05%,Real Estate,$319.48 M
564,A4N,Alpha Hpa Ltd,$0.40,-1.24%,-1.24%,-28.57%,-21.57%,Materials,$318.19 M
565,NGI,Navigator Global Investments Ltd,$1.34,2.29%,11.67%,-7.27%,-19.52%,Financials,$315.83 M
566,BCK,Brockman Mining Ltd,$0.03,0.00%,0.00%,-15.00%,-10.53%,Materials,$315.53 M
567,ASG,Autosports Group Ltd,$1.56,0.97%,11.43%,-15.22%,-40.00%,Consumer Discretionary,$313.56 M
568,HFR,Highfield Resources Ltd,$0.86,-2.27%,14.67%,-3.91%,14.67%,Materials,$313.41 M
570,TIE,Tietto Minerals Ltd,$0.33,-1.52%,0.00%,-21.69%,8.33%,Materials,$311.84 M
571,KCN,Kingsgate Consolidated Ltd,$1.40,-1.41%,2.94%,-11.39%,62.79%,Materials,$309.85 M
572,BFG,Bell Financial Group Ltd,$0.96,9.09%,-11.11%,-18.99%,-46.37%,Financials,$307.91 M
573,IHL,Incannex Healthcare Ltd,$0.24,-9.43%,-4.00%,-42.86%,-2.04%,Health Care,$307.75 M
574,PNR,Pantoro Ltd,$0.20,-7.14%,0.00%,-29.09%,-2.50%,Materials,$307.13 M
575,FSF,Fonterra Shareholders' Fund,$2.85,-2.73%,1.42%,9.20%,-16.42%,Consumer Staples,$306.14 M
576,SYM,SYMBIO Holdings Ltd,$3.60,-3.74%,-4.76%,-18.18%,-33.95%,Information Technology,$305.42 M
577,UNI,Universal Store Holdings Ltd,$4.15,-7.37%,17.56%,-2.81%,-43.92%,Consumer Discretionary,$303.76 M
579,MAH,Macmahon Holdings Ltd,$0.14,3.70%,7.69%,-12.50%,-22.22%,Materials,$301.7 M
580,RAC,Race Oncology Ltd,$1.89,1.89%,24.42%,8.33%,-47.93%,Health Care,$300.69 M
581,COG,COG Financial Services Ltd,$1.60,4.24%,8.11%,-6.71%,23.08%,Financials,$300.66 M
582,PDI,Predictive Discovery Ltd,$0.19,2.70%,2.70%,-5.00%,118.39%,Materials,$300.59 M
584,MNS,Magnis Energy Technologies Ltd,$0.31,-3.13%,3.33%,-24.39%,16.98%,Materials,$299.61 M
586,TRJ,Trajan Group Holdings Ltd,$2.00,-1.96%,1.52%,-27.54%,-12.28%,Health Care,$298.91 M
587,BTH,Bigtincan Holdings Ltd,$0.54,-1.82%,13.68%,6.93%,-50.36%,Information Technology,$298.27 M
588,NWF,Newfield Resources Ltd,$0.40,0.00%,3.95%,-5.95%,18.61%,Materials,$294.52 M
